,campaign_name,adset_id,campaign_id,account_id,account_name,ad_name,ad_id,impressions,inline_link_clicks,instant_experience_outbound_clicks,objective,date_start,date_stop
0,testing,23847001041200564,23847001041180564,183607002694250,Reuben Rapose,New ad,23847001041220564,722,8,0,POST_ENGAGEMENT,2021-02-12,2021-02-24
